SID,PID,SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,HouseAge1,HouseAge2,WeatherControl,TotalBath,GarageIndex
1419,906204150,60,RL,86.0,11839,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,PConc,1475.0,GasA,SBrkr,2329,4,4,10,Typ,1,Ex,2.0,514.0,Y,192,121,0,0,0,0,,,,0,WD ,Normal,262280,12.477167914377556,18,18,8,4.0,3.0
1421,906223110,20,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,PConc,1602.0,GasA,SBrkr,1626,3,4,7,Typ,1,TA,2.0,534.0,Y,424,40,0,0,0,0,,,,0,WD ,Normal,226500,12.330500223905226,14,14,8,4.0,3.0
1423,906223220,80,RL,85.0,10541,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,672.0,GasA,SBrkr,2037,3,4,8,Typ,1,TA,2.0,472.0,Y,100,33,0,0,0,0,,,,0,WD ,Normal,229000,12.341477282536376,12,12,8,3.0,3.0
1425,906380030,20,RL,65.0,9345,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,PConc,1615.0,GasA,SBrkr,1615,3,4,7,Typ,1,Gd,3.0,864.0,Y,168,30,0,0,0,0,,,,0,WD ,Normal,248500,12.423198124518821,1,1,8,2.0,3.0
1430,906475100,20,RL,,11500,Pave,,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,CBlock,1182.0,GasA,SBrkr,1643,2,3,6,Typ,1,Gd,2.0,438.0,Y,339,0,0,0,0,0,,,,0,WD ,Normal,195000,12.180754837545884,42,42,8,3.0,3.0
1431,906476030,60,RL,79.0,12798,Pave,,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,616.0,GasA,SBrkr,1688,4,4,8,Typ,0,,2.0,603.0,Y,403,114,185,0,0,0,,,Shed,400,WD ,Normal,200000,12.206072645530174,11,11,6,4.0,3.0
1432,907126030,20,RL,65.0,9750,Pave,,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,990.0,GasA,SBrkr,990,3,3,5,Typ,0,,2.0,528.0,Y,168,0,0,0,0,0,,,,0,WD ,Normal,155000,11.951180395901384,14,14,8,2.0,3.0
1433,907135020,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,1099.0,GasA,SBrkr,1099,3,4,6,Typ,0,,1.0,352.0,Y,278,0,0,0,0,0,,,,0,WD ,Normal,144000,11.877568578558138,13,2,8,2.0,3.0
1435,907175080,20,RL,,8696,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,PConc,1418.0,GasA,SBrkr,1418,3,4,5,Typ,1,TA,2.0,558.0,Y,208,110,0,0,0,0,,,,0,WD ,Normal,226001,12.328294703023394,11,10,8,3.0,3.0
1436,907176010,60,RL,,13142,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,PConc,864.0,GasA,SBrkr,1771,3,4,6,Typ,0,,2.0,600.0,Y,0,96,0,0,0,0,,,,0,WD ,Normal,215700,12.281643832377247,11,11,8,4.0,3.0
1437,907181120,60,RL,68.0,8998,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,782.0,GasA,SBrkr,1652,3,4,6,Typ,0,,2.0,532.0,Y,0,70,0,0,0,0,,,,0,WD ,Normal,207500,12.24288661865289,8,8,8,3.0,3.0
1439,907187030,60,RL,57.0,8924,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,880.0,GasA,SBrkr,1724,3,4,8,Typ,0,,2.0,527.0,Y,120,155,0,0,0,0,,,,0,WD ,Normal,188000,12.144197241812087,10,9,8,3.0,3.0
1440,907187080,20,RL,93.0,9382,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,PConc,1468.0,GasA,SBrkr,1479,3,4,6,Typ,0,,2.0,577.0,Y,120,25,0,0,0,0,,,,0,WD ,Normal,191000,12.160028707028767,9,8,8,2.0,3.0
1441,907192130,20,RL,88.0,12803,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,PConc,1494.0,GasA,SBrkr,1494,3,4,6,Typ,1,TA,2.0,530.0,Y,192,36,0,0,0,0,,,,0,WD ,Normal,221000,12.30591798049989,6,6,8,3.0,3.0
1442,907194020,60,RL,80.0,12435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,PConc,963.0,GasA,SBrkr,1792,3,4,7,Typ,1,TA,2.0,564.0,Y,0,96,0,245,0,0,,,,0,WD ,Normal,231500,12.352335152508426,7,7,8,3.0,3.0
1443,907196040,60,RL,75.0,12192,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,928.0,GasA,SBrkr,1823,3,4,6,Typ,0,,2.0,626.0,Y,192,36,0,0,0,0,,,Shed,4500,WD ,Normal,235000,12.367340793126296,8,7,8,4.0,3.0
1444,907196050,60,RL,68.0,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,PConc,920.0,GasA,SBrkr,1786,3,4,6,Typ,1,TA,2.0,608.0,Y,0,42,0,0,0,0,,,,0,WD ,Normal,223500,12.31716669303576,7,6,8,4.0,3.0
1445,907200110,20,RL,,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,938.0,GasA,SBrkr,938,3,3,5,Typ,0,,1.0,308.0,Y,145,0,0,0,0,0,,MnPrv,,0,WD ,Normal,130250,11.777210959615614,33,28,4,2.0,3.0
1446,907201060,80,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,CBlock,985.0,GasA,SBrkr,985,3,3,6,Typ,0,,1.0,328.0,Y,210,0,0,0,0,0,,,,0,WD ,Normal,149900,11.917723684090689,31,31,4,2.0,3.0
1447,907202010,20,RL,,12250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,CBlock,864.0,GasA,SBrkr,1174,3,3,5,Typ,0,,2.0,528.0,Y,211,0,280,0,0,0,,,,0,WD ,Normal,158000,11.970350312009105,30,30,8,2.0,3.0
1448,907202160,80,RL,,10970,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,HdBoard,,0.0,TA,CBlock,940.0,GasA,SBrkr,1026,3,3,5,Typ,0,,2.0,576.0,Y,0,0,34,0,0,0,,MnPrv,,0,WD ,Normal,147000,11.898187865760873,30,30,4,2.0,2.5
1450,907202240,20,RL,40.0,14330,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Wd Sdng,,0.0,TA,CBlock,864.0,GasA,SBrkr,1558,2,3,5,Min2,0,,2.0,440.0,Y,140,0,239,0,227,0,,,,0,WD ,Normal,163000,12.0015054797889,33,7,4,3.0,3.0
1451,907203090,20,RL,88.0,7990,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,924.0,GasA,SBrkr,924,3,3,5,Typ,0,,1.0,280.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,110000,11.608235644774552,33,33,4,1.0,3.0
1452,907227050,20,RL,60.0,7180,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,3,5,Typ,0,,1.0,352.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,127000,11.751942365440728,36,36,4,1.0,3.0
1453,907227300,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,780.0,GasA,SBrkr,780,2,3,4,Typ,0,,1.0,352.0,Y,196,0,0,0,0,0,,MnPrv,,0,WD ,Normal,124900,11.73526869611367,36,36,8,1.0,3.0
1454,907250020,20,RL,75.0,9742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,PConc,1777.0,GasA,SBrkr,1795,3,4,7,Typ,1,Gd,2.0,534.0,Y,171,159,0,0,0,0,,,,0,WD ,Normal,230000,12.345834587905333,6,6,8,2.0,3.0
1455,907251090,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,,,Gd,PConc,1128.0,GasA,SBrkr,2031,3,4,7,Typ,1,Gd,2.0,577.0,Y,0,211,0,0,0,0,,,,0,WD ,Normal,237000,12.375815420117268,6,6,8,4.0,3.0
1456,907253060,60,RL,,10316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,992.0,GasA,SBrkr,1865,3,4,7,Typ,1,TA,3.0,839.0,Y,0,184,0,0,0,0,,,,0,WD ,Normal,235000,12.367340793126296,8,8,8,4.0,3.0
1457,907253110,60,RL,,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,Gd,PConc,1257.0,GasA,SBrkr,2161,3,4,8,Typ,1,TA,2.0,570.0,Y,0,84,0,0,0,0,,,,0,WD ,Normal,230500,12.348006141418841,7,7,8,3.0,3.0
1458,907254020,60,RL,73.0,9066,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,1004.0,GasA,SBrkr,1852,3,4,7,Typ,2,TA,3.0,660.0,Y,224,106,0,0,0,0,,GdPrv,,0,WD ,Normal,230000,12.345834587905333,9,8,8,3.0,3.0
1459,907254090,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,PConc,1153.0,GasA,SBrkr,2031,3,4,8,Typ,1,TA,2.0,541.0,Y,192,84,0,0,0,0,,,,0,WD ,Normal,222500,12.312682380588432,10,9,8,3.0,3.0
1460,907255020,60,RL,,9240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,PConc,1055.0,GasA,SBrkr,2263,3,4,7,Typ,1,TA,2.0,905.0,Y,0,45,0,0,189,0,,,,0,WD ,Normal,287000,12.567237494741757,7,6,8,3.0,3.0
1461,907255030,60,RL,,9720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,PConc,1357.0,GasA,SBrkr,1947,3,4,7,Typ,1,TA,3.0,725.0,Y,168,116,0,0,0,0,,,,0,WD ,Normal,274000,12.520883385370206,7,6,8,4.0,3.0
1463,907260010,60,RL,,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,PConc,1128.0,GasA,SBrkr,2290,4,4,9,Typ,1,Gd,2.0,779.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,255900,12.45254202214788,6,6,8,3.0,3.0
1464,907262030,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,PConc,884.0,GasA,SBrkr,1768,3,4,8,Typ,0,,2.0,543.0,Y,0,63,0,0,0,0,,,,0,WD ,Normal,224900,12.323411137947407,5,5,8,4.0,3.0
1466,907262070,60,RL,72.0,7226,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,798.0,GasA,SBrkr,1640,3,4,6,Typ,0,,2.0,595.0,Y,0,45,0,0,0,0,,,,0,WD ,Normal,183000,12.117241431823558,5,5,8,3.0,3.0
1467,907265100,60,RL,96.0,11690,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,PConc,850.0,GasA,SBrkr,1764,3,4,7,Typ,1,TA,2.0,560.0,Y,120,29,0,0,0,0,,,,0,WD ,Normal,207000,12.240474072247506,9,8,8,3.0,3.0
1468,907285080,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,915.0,GasA,SBrkr,1908,4,4,8,Typ,1,TA,2.0,493.0,Y,144,133,0,0,0,0,,,,0,WD ,Normal,210000,12.254862809699606,14,13,8,4.0,3.0
1471,907295020,20,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,PConc,1478.0,GasA,SBrkr,1493,3,4,7,Typ,1,TA,2.0,508.0,Y,140,39,0,0,0,0,,,,0,WD ,Normal,208900,12.249610947544657,11,10,8,3.0,3.0
1473,907405020,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,PConc,1536.0,GasA,SBrkr,1536,3,4,7,Typ,0,,2.0,532.0,Y,192,74,0,0,0,0,,,,0,WD ,Normal,214000,12.273731294003989,6,5,8,3.0,3.0
1474,907405140,60,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,PConc,856.0,GasA,SBrkr,1710,3,4,8,Typ,0,,2.0,548.0,Y,0,61,0,0,0,0,,,,0,WD ,Normal,208500,12.247694320220994,5,5,8,4.0,3.0
1475,907412040,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,PConc,1445.0,GasA,SBrkr,1445,3,4,6,Typ,0,,2.0,470.0,Y,0,35,0,0,0,0,,,,0,WD ,Normal,186500,12.136186518066006,4,4,8,2.0,3.0
1476,907412070,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,PConc,1436.0,GasA,SBrkr,1436,3,4,8,Typ,0,,2.0,484.0,Y,139,98,0,0,0,0,,,,0,WD ,Normal,210000,12.254862809699606,4,4,8,3.0,3.0
1477,907412080,60,RL,64.0,8320,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,770.0,GasA,SBrkr,1582,3,4,6,Typ,0,,2.0,520.0,Y,0,45,0,0,0,0,,,,0,WD ,Normal,185900,12.132964173709535,4,4,8,3.0,3.0
1478,907412090,20,RL,85.0,11049,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1234.0,GasA,SBrkr,1234,3,4,7,Typ,0,,2.0,484.0,Y,0,30,0,0,0,0,,,,0,WD ,Normal,179900,12.100156419938624,1,1,8,2.0,3.0
1479,907418010,20,RL,85.0,11058,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,PConc,1564.0,GasA,SBrkr,1564,3,4,6,Typ,0,,3.0,814.0,Y,0,24,0,0,0,0,,,,0,WD ,Normal,218836,12.2960778698166,1,1,8,2.0,3.0
1480,907418040,20,RL,74.0,9627,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1351.0,GasA,SBrkr,1361,3,4,6,Typ,0,,2.0,610.0,Y,0,50,0,0,0,0,,,,0,WD ,Normal,193000,12.170445467887022,1,1,8,2.0,3.0
1481,907420080,60,RL,63.0,8199,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,PConc,728.0,GasA,SBrkr,1456,3,4,7,Typ,1,Gd,2.0,410.0,Y,36,18,0,0,0,0,,,,0,WD ,Normal,189000,12.14950229404178,3,3,8,4.0,3.0
1486,908102030,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,Wd Sdng,,0.0,TA,CBlock,796.0,GasA,FuseA,796,2,3,4,Typ,0,,0.0,0.0,P,328,0,164,0,0,0,,MnPrv,,0,WD ,Normal,85000,11.350406535472453,98,58,6,1.0,
1489,908102260,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,CBlock,1256.0,GasA,SBrkr,1256,3,3,6,Typ,0,,1.0,276.0,Y,736,68,0,0,0,0,,,,0,WD ,Normal,147500,11.901583454762012,43,43,6,3.0,3.0
1491,908103280,20,RL,65.0,6500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,CBlock,1127.0,GasA,SBrkr,1127,3,3,6,Typ,1,Po,2.0,480.0,Y,0,0,138,0,0,0,,,,0,WD ,Normal,135000,11.813030057420567,32,32,4,3.0,3.0
1492,908127120,30,RL,63.0,13907,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,CBlock,996.0,GasA,SBrkr,996,3,3,6,Typ,1,Gd,0.0,0.0,Y,144,0,0,0,0,0,,,,0,WD ,Normal,108000,11.589886506106357,68,39,8,2.0,
1493,908128050,85,RL,90.0,10012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,1138.0,GasA,SBrkr,1181,3,3,6,Typ,0,,2.0,588.0,Y,0,0,180,0,0,0,,MnPrv,,0,WD ,Normal,137500,11.831379196088763,36,36,4,3.0,3.0
1494,908128110,60,RL,60.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,PConc,746.0,GasA,SBrkr,1656,3,4,7,Typ,1,Gd,2.0,397.0,Y,178,128,0,0,0,0,,,,0,WD ,Normal,165400,12.016122061571728,5,4,8,3.0,3.0
1495,908151040,80,RL,,9638,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,Hip,CompShg,Plywood,Plywood,,0.0,TA,CBlock,1029.0,GasA,SBrkr,1117,3,3,6,Typ,1,Fa,2.0,542.0,Y,292,0,0,0,0,0,,,,0,WD ,Normal,147000,11.898187865760873,31,31,4,2.0,3.0
1496,908152110,60,RL,72.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,Hip,CompShg,Plywood,Plywood,,0.0,TA,CBlock,684.0,GasA,SBrkr,1398,3,3,6,Typ,1,TA,2.0,440.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,160500,11.986049221552207,32,7,4,2.0,3.0
1497,908152270,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,1132.0,GasA,SBrkr,1132,2,4,5,Typ,0,,2.0,451.0,Y,252,64,0,0,0,0,,,,0,WD ,Normal,176000,12.078239274020289,3,3,8,3.0,3.0
1498,908154080,20,RL,123.0,47007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,,0.0,TA,Slab,0.0,GasA,SBrkr,3820,5,5,11,Typ,2,Gd,2.0,624.0,Y,0,372,0,0,0,0,,,,0,WD ,Normal,284700,12.559191273266128,49,12,4,,3.0
1507,908250040,50,RL,57.0,8050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Slab,0.0,GasA,SBrkr,1137,4,3,8,Min1,0,,0.0,0.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,96000,11.472103470449973,61,15,6,2.0,
1508,908250090,20,RL,68.0,9520,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,CBlock,911.0,GasA,SBrkr,930,2,3,5,Typ,0,,1.0,286.0,Y,134,0,0,0,0,0,,MnPrv,Gar2,3000,WD ,Normal,99000,11.502875129116727,55,55,4,1.0,3.0
1509,908275130,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,768.0,GasA,SBrkr,1200,3,3,6,Typ,0,,1.0,240.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,130500,11.779128505744886,62,13,8,1.0,3.0
1510,908275180,50,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,941.0,GasA,SBrkr,1470,4,3,7,Typ,0,,1.0,548.0,Y,0,0,0,0,156,0,,,,0,WD ,Normal,135000,11.813030057420567,54,36,8,2.0,3.0
1511,908275280,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,816.0,GasA,SBrkr,1393,3,3,8,Typ,0,,1.0,300.0,Y,121,0,0,0,265,0,,,,0,WD ,Normal,135500,11.816726919301892,53,53,4,2.0,3.0
1513,909100150,30,RL,67.0,5142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,949.0,GasA,SBrkr,1292,3,4,6,Typ,0,,1.0,205.0,N,0,0,183,0,0,0,,,,0,WD ,Normal,108000,11.589886506106357,85,0,4,2.0,3.0
1514,909100170,30,RL,67.0,5604,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Stucco,Stucco,,0.0,TA,CBlock,864.0,GasA,FuseA,864,2,3,5,Typ,0,,0.0,0.0,Y,0,0,96,0,0,0,,,,0,WD ,Normal,98000,11.49272275765271,83,58,2,2.0,
1515,909101060,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,Gable,CompShg,Stucco,Stucco,,0.0,TA,BrkTil,864.0,GasA,FuseF,864,2,3,5,Typ,0,,0.0,0.0,N,0,0,100,0,0,0,,,,0,WD ,Normal,67000,11.112447898373103,94,58,2,2.0,
1517,909131170,70,RH,,12155,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,672.0,GasA,SBrkr,1482,4,2,7,Typ,0,,1.0,400.0,P,0,0,254,0,0,0,,,,0,WD ,Normal,140000,11.84939770159144,83,58,2,2.0,3.0
1518,909175050,75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,720.0,GasA,SBrkr,2192,4,4,8,Typ,1,Gd,1.0,240.0,Y,262,24,0,0,0,0,,,,0,WD ,Normal,179500,12.097930486910471,69,11,8,3.0,3.0
